id_prueba,timestamp,modo,tipo_evento,escenario,distancia_m,iluminacion,objeto_verdad,objeto_predicho,confianza,t_total_ms,latencia,acierto,notas,interaccion,audio_path,latencia_ms,t_total_ms_numeric,distancia_verdad_cm,distancia_estimada_cm,diferencia_distancia_pct,clasificacion_distancia,texto_verdad,texto_predicho
650,2025-01-01T00:19:04.185000,ESP,ESP32,2A,,,,,,00:02.1,,,"Image captured: 1024x768, 33319 bytes",,,,2.1,,,,,,
651,2025-01-01T00:19:05.805000,ESP,ESP32,2A,,,,,,00:01.6,,,"Image captured: 1024x768, 34647 bytes",,,,1.6,,,,,,
652,2025-01-01T00:19:06.258000,ESP,ESP32,2A,,,,,,00:00.5,,,"Image captured: 1024x768, 33646 bytes",,,,0.5,,,,,,
653,2025-01-01T00:19:07.871000,ESP,ESP32,2A,,,,,,00:01.6,,,"Image captured: 1024x768, 32606 bytes",,,,1.6,,,,,,
654,2025-01-01T00:19:08.320000,ESP,ESP32,2A,,,,,,00:00.4,,,"Image captured: 1024x768, 33804 bytes",,,,0.4,,,,,,
655,2025-01-01T00:19:08.935000,ESP,ESP32,2A,,,,,,00:00.6,,,"Image captured: 1024x768, 28263 bytes",,,,0.6,,,,,,
656,2025-01-01T00:19:10.005000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 27766 bytes",,,,1.1,,,,,,
657,2025-01-01T00:19:11.572000,ESP,ESP32,2A,,,,,,00:01.6,,,"Image captured: 1024x768, 29963 bytes",,,,1.6,,,,,,
658,2025-01-01T00:19:12.891000,ESP,ESP32,2A,,,,,,00:01.3,,,"Image captured: 1024x768, 33250 bytes",,,,1.3,,,,,,
659,2025-01-01T00:19:14.727000,ESP,ESP32,2A,,,,,,00:01.8,,,"Image captured: 1024x768, 27775 bytes",,,,1.8,,,,,,
660,2025-01-01T00:19:15.457000,ESP,ESP32,2A,,,,,,00:00.7,,,"Image captured: 1024x768, 33129 bytes",,,,0.7,,,,,,
661,2025-01-01T00:19:17.289000,ESP,ESP32,2A,,,,,,00:01.8,,,"Image captured: 1024x768, 25547 bytes",,,,1.8,,,,,,
662,2025-01-01T00:19:18.352000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 30133 bytes",,,,1.1,,,,,,
663,2025-01-01T00:19:18.536000,ESP,ESP32,2A,,,,,,00:00.2,,,"Image captured: 1024x768, 29508 bytes",,,,0.2,,,,,,
664,2025-01-01T00:19:19.914000,ESP,ESP32,2A,,,,,,00:01.4,,,"Image captured: 1024x768, 29138 bytes",,,,1.4,,,,,,
665,2025-01-01T00:19:20.985000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 28232 bytes",,,,1.1,,,,,,
666,2025-01-01T00:19:21.098000,ESP,ESP32,2A,,,,,,00:00.1,,,"Image captured: 1024x768, 29102 bytes",,,,0.1,,,,,,
667,2025-01-01T00:19:22.046000,ESP,ESP32,2A,,,,,,00:00.9,,,"Image captured: 1024x768, 29828 bytes",,,,0.9,,,,,,
668,2025-01-01T00:19:23.184000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 28049 bytes",,,,1.1,,,,,,
669,2025-01-01T00:19:23.616000,ESP,ESP32,2A,,,,,,00:00.4,,,"Image captured: 1024x768, 28961 bytes",,,,0.4,,,,,,
670,2025-01-01T00:19:24.708000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 28566 bytes",,,,1.1,,,,,,
671,2025-01-01T00:19:25.241000,ESP,ESP32,2A,,,,,,00:00.5,,,"Image captured: 1024x768, 27195 bytes",,,,0.5,,,,,,
672,2025-01-01T00:19:25.770000,ESP,ESP32,2A,,,,,,00:00.5,,,"Image captured: 1024x768, 28742 bytes",,,,0.5,,,,,,
673,2025-01-01T00:19:26.835000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 30004 bytes",,,,1.1,,,,,,
674,2025-01-01T00:19:27.312000,ESP,ESP32,2A,,,,,,00:00.5,,,"Image captured: 1024x768, 27037 bytes",,,,0.5,,,,,,
675,2025-01-01T00:19:28.405000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 30224 bytes",,,,1.1,,,,,,
676,2025-01-01T00:19:30.425000,ESP,ESP32,2A,,,,,,00:02.0,,,"Image captured: 1024x768, 26965 bytes",,,,2,,,,,,
677,2025-01-01T00:19:34.489000,ESP,ESP32,2A,,,,,,00:04.1,,,"Image captured: 1024x768, 27185 bytes",,,,4.1,,,,,,
678,2025-01-01T00:19:34.499000,ESP,ESP32,2A,,,,,,00:00.0,,,"Image captured: 1024x768, 28772 bytes",,,,0,,,,,,
679,2025-01-01T00:19:36.552000,ESP,ESP32,2A,,,,,,00:02.1,,,"Image captured: 1024x768, 26720 bytes",,,,2.1,,,,,,
680,2025-01-01T00:19:38.112000,ESP,ESP32,2A,,,,,,00:01.6,,,"Image captured: 1024x768, 26792 bytes",,,,1.6,,,,,,
681,2025-01-01T00:19:40.179000,ESP,ESP32,2A,,,,,,00:02.1,,,"Image captured: 1024x768, 26678 bytes",,,,2.1,,,,,,
682,2025-01-01T00:19:41.742000,ESP,ESP32,2A,,,,,,00:01.6,,,"Image captured: 1024x768, 26837 bytes",,,,1.6,,,,,,
683,2025-01-01T00:19:43.814000,ESP,ESP32,2A,,,,,,00:02.1,,,"Image captured: 1024x768, 25663 bytes",,,,2.1,,,,,,
684,2025-01-01T00:19:45.398000,ESP,ESP32,2A,,,,,,00:01.6,,,"Image captured: 1024x768, 27226 bytes",,,,1.6,,,,,,
685,2025-01-01T00:19:45.660000,ESP,ESP32,2A,,,,,,00:00.3,,,"Image captured: 1024x768, 29576 bytes",,,,0.3,,,,,,
686,2025-01-01T00:19:47.454000,ESP,ESP32,2A,,,,,,00:01.8,,,"Image captured: 1024x768, 27020 bytes",,,,1.8,,,,,,
687,2025-01-01T00:19:49.526000,ESP,ESP32,2A,,,,,,00:02.1,,,"Image captured: 1024x768, 28054 bytes",,,,2.1,,,,,,
688,2025-01-01T00:19:51.594000,ESP,ESP32,2A,,,,,,00:02.1,,,"Image captured: 1024x768, 27751 bytes",,,,2.1,,,,,,
689,2025-01-01T00:19:53.161000,ESP,ESP32,2A,,,,,,00:01.6,,,"Image captured: 1024x768, 27371 bytes",,,,1.6,,,,,,
690,2025-01-01T00:19:53.315000,ESP,ESP32,2A,,,,,,00:00.2,,,"Image captured: 1024x768, 31447 bytes",,,,0.2,,,,,,
691,2025-01-01T00:19:54.720000,ESP,ESP32,2A,,,,,,00:01.4,,,"Image captured: 1024x768, 26757 bytes",,,,1.4,,,,,,
692,2025-01-01T00:19:56.363000,ESP,ESP32,2A,,,,,,00:01.6,,,"Image captured: 1024x768, 26858 bytes",,,,1.6,,,,,,
693,2025-01-01T00:19:57.996000,ESP,ESP32,2A,,,,,,00:01.6,,,"Image captured: 1024x768, 27513 bytes",,,,1.6,,,,,,
694,2025-01-01T00:20:11.576000,ESP,ESP32,2A,,,,,,00:13.6,,,"Image captured: 1024x768, 28390 bytes",,,,13.6,,,,,,
695,2025-01-01T00:20:13.647000,ESP,ESP32,2A,,,,,,00:02.1,,,"Image captured: 1024x768, 28172 bytes",,,,2.1,,,,,,
696,2025-01-01T00:20:15.718000,ESP,ESP32,2A,,,,,,00:02.1,,,"Image captured: 1024x768, 29621 bytes",,,,2.1,,,,,,
697,2025-01-01T00:20:17.859000,ESP,ESP32,2A,,,,,,00:02.1,,,"Image captured: 1024x768, 30564 bytes",,,,2.1,,,,,,
698,2025-01-01T00:20:19.949000,ESP,ESP32,2A,,,,,,00:02.1,,,"Image captured: 1024x768, 30470 bytes",,,,2.1,,,,,,
699,2025-01-01T00:20:22.057000,ESP,ESP32,2A,,,,,,00:02.1,,,"Image captured: 1024x768, 29424 bytes",,,,2.1,,,,,,
700,2025-01-01T00:20:41.840000,ESP,ESP32,2A,,,,,,00:19.8,,,"Image captured: 1024x768, 16264 bytes",,,,19.8,,,,,,
701,2025-01-01T00:20:45.954000,ESP,ESP32,2A,,,,,,00:04.1,,,"Image captured: 1024x768, 18352 bytes",,,,4.1,,,,,,
702,2025-01-01T00:20:48.049000,ESP,ESP32,2A,,,,,,00:02.1,,,"Image captured: 1024x768, 29718 bytes",,,,2.1,,,,,,
703,2025-01-01T00:20:52.716000,ESP,ESP32,2A,,,,,,00:04.7,,,"Image captured: 1024x768, 30843 bytes",,,,4.7,,,,,,
704,2025-01-01T00:20:56.789000,ESP,ESP32,2A,,,,,,00:04.1,,,"Image captured: 1024x768, 29137 bytes",,,,4.1,,,,,,
705,2025-01-01T00:20:59.861000,ESP,ESP32,2A,,,,,,00:03.1,,,"Image captured: 1024x768, 30932 bytes",,,,3.1,,,,,,
706,2025-01-01T00:21:03.986000,ESP,ESP32,2A,,,,,,00:04.1,,,"Image captured: 1024x768, 30315 bytes",,,,4.1,,,,,,
707,2025-01-01T00:21:06.557000,ESP,ESP32,2A,,,,,,00:02.6,,,"Image captured: 1024x768, 30085 bytes",,,,2.6,,,,,,
708,2025-01-01T00:21:09.117000,ESP,ESP32,2A,,,,,,00:02.6,,,"Image captured: 1024x768, 29317 bytes",,,,2.6,,,,,,
709,2025-01-01T00:21:10.701000,ESP,ESP32,2A,,,,,,00:01.6,,,"Image captured: 1024x768, 29663 bytes",,,,1.6,,,,,,
710,2025-01-01T00:21:12.756000,ESP,ESP32,2A,,,,,,00:02.1,,,"Image captured: 1024x768, 28816 bytes",,,,2.1,,,,,,
711,2025-01-01T00:21:15.330000,ESP,ESP32,2A,,,,,,00:02.6,,,"Image captured: 1024x768, 31158 bytes",,,,2.6,,,,,,
712,2025-01-01T00:21:18.402000,ESP,ESP32,2A,,,,,,00:03.1,,,"Image captured: 1024x768, 31603 bytes",,,,3.1,,,,,,
713,2025-01-01T00:21:58.627000,ESP,ESP32,2A,,,,,,00:40.2,,,"Image captured: 1024x768, 33304 bytes",,,,40.2,,,,,,
714,2025-01-01T00:21:59.701000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 32244 bytes",,,,1.1,,,,,,
715,2025-01-01T00:22:00.784000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 26124 bytes",,,,1.1,,,,,,
716,2025-01-01T00:22:01.845000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 27493 bytes",,,,1.1,,,,,,
717,2025-01-01T00:22:03.402000,ESP,ESP32,2A,,,,,,00:01.6,,,"Image captured: 1024x768, 28515 bytes",,,,1.6,,,,,,
718,2025-01-01T00:22:03.562000,ESP,ESP32,2A,,,,,,00:00.2,,,"Image captured: 1024x768, 31339 bytes",,,,0.2,,,,,,
719,2025-01-01T00:22:05.023000,ESP,ESP32,2A,,,,,,00:01.5,,,"Image captured: 1024x768, 28473 bytes",,,,1.5,,,,,,
720,2025-01-01T00:22:06.164000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 27848 bytes",,,,1.1,,,,,,
721,2025-01-01T00:22:06.644000,ESP,ESP32,2A,,,,,,00:00.5,,,"Image captured: 1024x768, 31676 bytes",,,,0.5,,,,,,
722,2025-01-01T00:22:08.234000,ESP,ESP32,2A,,,,,,00:01.6,,,"Image captured: 1024x768, 29275 bytes",,,,1.6,,,,,,
723,2025-01-01T00:22:09.220000,ESP,ESP32,2A,,,,,,00:01.0,,,"Image captured: 1024x768, 28312 bytes",,,,1,,,,,,
724,2025-01-01T00:22:09.808000,ESP,ESP32,2A,,,,,,00:00.6,,,"Image captured: 1024x768, 29791 bytes",,,,0.6,,,,,,
725,2025-01-01T00:22:11.781000,ESP,ESP32,2A,,,,,,00:02.0,,,"Image captured: 1024x768, 28447 bytes",,,,2,,,,,,
726,2025-01-01T00:22:15.849000,ESP,ESP32,2A,,,,,,00:04.1,,,"Image captured: 1024x768, 28449 bytes",,,,4.1,,,,,,
727,2025-01-01T00:22:15.879000,ESP,ESP32,2A,,,,,,00:00.0,,,"Image captured: 1024x768, 28049 bytes",,,,0,,,,,,
728,2025-01-01T00:22:20.433000,ESP,ESP32,2A,,,,,,00:04.6,,,"Image captured: 1024x768, 29219 bytes",,,,4.6,,,,,,
729,2025-01-01T00:22:24.538000,ESP,ESP32,2A,,,,,,00:04.1,,,"Image captured: 1024x768, 28264 bytes",,,,4.1,,,,,,
730,2025-01-01T00:22:27.499000,ESP,ESP32,2A,,,,,,00:03.0,,,"Image captured: 1024x768, 29830 bytes",,,,3,,,,,,
731,2025-01-01T00:22:34.128000,ESP,ESP32,2A,,,,,,00:06.6,,,"Image captured: 1024x768, 28816 bytes",,,,6.6,,,,,,
732,2025-01-01T00:22:45.094000,ESP,ESP32,2A,,,,,,00:11.0,,,"Image captured: 1024x768, 30173 bytes",,,,11,,,,,,
733,2025-01-01T00:22:45.721000,ESP,ESP32,2A,,,,,,00:00.6,,,"Image captured: 1024x768, 29901 bytes",,,,0.6,,,,,,
734,2025-01-01T00:22:52.281000,ESP,ESP32,2A,,,,,,00:06.6,,,"Image captured: 1024x768, 30870 bytes",,,,6.6,,,,,,
735,2025-01-01T00:22:54.872000,ESP,ESP32,2A,,,,,,00:02.6,,,"Image captured: 1024x768, 26928 bytes",,,,2.6,,,,,,
736,2025-01-01T00:22:56.975000,ESP,ESP32,2A,,,,,,00:02.1,,,"Image captured: 1024x768, 26179 bytes",,,,2.1,,,,,,
737,2025-01-01T00:22:59.541000,ESP,ESP32,2A,,,,,,00:02.6,,,"Image captured: 1024x768, 29929 bytes",,,,2.6,,,,,,
738,2025-01-01T00:23:03.108000,ESP,ESP32,2A,,,,,,00:03.6,,,"Image captured: 1024x768, 28754 bytes",,,,3.6,,,,,,
739,2025-01-01T00:23:19.699000,ESP,ESP32,2A,,,,,,00:16.6,,,"Image captured: 1024x768, 30313 bytes",,,,16.6,,,,,,
740,2025-01-01T00:23:22.274000,ESP,ESP32,2A,,,,,,00:02.6,,,"Image captured: 1024x768, 31529 bytes",,,,2.6,,,,,,
741,2025-01-01T00:23:27.351000,ESP,ESP32,2A,,,,,,00:05.1,,,"Image captured: 1024x768, 24323 bytes",,,,5.1,,,,,,
742,2025-01-01T00:23:30.937000,ESP,ESP32,2A,,,,,,00:03.6,,,"Image captured: 1024x768, 24820 bytes",,,,3.6,,,,,,
743,2025-01-01T00:23:33.009000,ESP,ESP32,2A,,,,,,00:02.1,,,"Image captured: 1024x768, 24306 bytes",,,,2.1,,,,,,
744,2025-01-01T00:25:55.676000,ESP,ESP32,2A,,,,,,02:22.7,,,"Image captured: 1024x768, 29609 bytes",,,,142.7,,,,,,
745,2025-01-01T00:25:57.758000,ESP,ESP32,2A,,,,,,00:02.1,,,"Image captured: 1024x768, 30174 bytes",,,,2.1,,,,,,
746,2025-01-01T00:25:58.928000,ESP,ESP32,2A,,,,,,00:01.2,,,"Image captured: 1024x768, 25168 bytes",,,,1.2,,,,,,
747,2025-01-01T00:26:00.005000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 25236 bytes",,,,1.1,,,,,,
748,2025-01-01T00:26:01.061000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 25053 bytes",,,,1.1,,,,,,
749,2025-01-01T00:26:02.682000,ESP,ESP32,2A,,,,,,00:01.6,,,"Image captured: 1024x768, 23609 bytes",,,,1.6,,,,,,
750,2025-01-01T00:26:03.832000,ESP,ESP32,2A,,,,,,00:01.2,,,"Image captured: 1024x768, 25373 bytes",,,,1.2,,,,,,
751,2025-01-01T00:26:04.893000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 26577 bytes",,,,1.1,,,,,,
752,2025-01-01T00:26:06.465000,ESP,ESP32,2A,,,,,,00:01.6,,,"Image captured: 1024x768, 26042 bytes",,,,1.6,,,,,,
753,2025-01-01T00:26:12.537000,ESP,ESP32,2A,,,,,,00:06.1,,,"Image captured: 1024x768, 25485 bytes",,,,6.1,,,,,,
754,2025-01-01T00:26:22.189000,ESP,ESP32,2A,,,,,,00:09.7,,,"Image captured: 1024x768, 25176 bytes",,,,9.7,,,,,,
755,2025-01-01T00:26:31.782000,ESP,ESP32,2A,,,,,,00:09.6,,,"Image captured: 1024x768, 27041 bytes",,,,9.6,,,,,,
756,2025-12-28T15:53:54.092797,MOBILE,ESP32,2A,,,,,,27:22.3,,,starting,,,,1642.3,,,,,,
757,2025-12-28T15:53:55.778670,MOBILE,ESP32,2A,,,,,,00:01.7,,,finished status=200,,,,1.7,,,,,,
758,2025-12-28T15:54:13.656832,MOBILE,SCENE,2A,,,,,,00:17.9,,,starting,,,,17.9,,,,,,
759,2025-12-28T15:54:14.181818,MOBILE,SCENE,2A,,,,,,00:00.5,,,finished,,,,0.5,,,,,,
760,2025-12-28T15:54:15.555614,MOBILE,ESP32,2A,,,,,,00:01.4,,,starting,,,,1.4,,,,,,
761,2025-12-28T15:54:15.818793,MOBILE,ESP32,2A,,,,,,00:00.3,,,finished (15987 bytes),,,,0.3,,,,,,
762,2025-12-28T15:54:15.841606,MOBILE,SCENE,2A,,,,,,00:00.0,,,starting,,,,0,,,,,,
763,2025-12-28T15:54:16.348259,MOBILE,SCENE,2A,,,,,,00:00.5,,,resizing to 520,,,,0.5,,,,,,
764,2025-12-28T15:54:16.675048,MOBILE,SCENE,2A,,,,,,00:00.3,,,running inference,,,,0.3,,,,,,
765,2025-12-28T15:54:22.967158,MOBILE,SCENE,2A,,,,,,00:06.3,,,finished inference,,,,6.3,,,,,,
766,2025-12-28T15:54:23.042179,MOBILE,SCENE,2A,,,,,,00:00.1,,,error: no known object/class was found,,,,0.1,,,,,,
767,2025-12-28T15:54:23.058406,MOBILE,SCENE,2A,,,,unknown,0,00:00.0,,,unknown with confidence 0.000,,,,0,,,,,,
768,2025-12-28T15:54:23.066551,MOBILE,SCENE,2A,,,,,,00:00.0,,,No puedo identificar nada en concreto.,,,,0,,,,,,
769,2025-12-28T15:54:23.074805,MOBILE,TTS,2A,,,,,,00:00.0,,,"""No puedo identificar nada en concreto.""",,,,0,,,,,,
770,2025-12-28T15:54:23.099517,MOBILE,TTS,2A,,,,,,00:00.0,00:07.5,,converted output to speech,,,7.5,0,,,,,,
771,2025-12-28T15:54:27.267301,MOBILE,ESP32,2A,,,,,,00:04.2,,,starting,,,,4.2,,,,,,
772,2025-12-28T15:54:27.391680,MOBILE,ESP32,2A,,,,,,00:00.1,,,finished (16008 bytes),,,,0.1,,,,,,
773,2025-12-28T15:54:27.405794,MOBILE,SCENE,2A,,,,,,00:00.0,,,starting,,,,0,,,,,,
774,2025-12-28T15:54:27.588804,MOBILE,SCENE,2A,,,,,,00:00.2,,,resizing to 520,,,,0.2,,,,,,
775,2025-12-28T15:54:27.963401,MOBILE,SCENE,2A,,,,,,00:00.4,,,running inference,,,,0.4,,,,,,
776,2025-12-28T15:54:33.577989,MOBILE,SCENE,2A,,,,,,00:05.6,,,finished inference,,,,5.6,,,,,,
777,2025-12-28T15:54:33.643415,MOBILE,SCENE,2A,,,,,,00:00.1,,,error: no known object/class was found,,,,0.1,,,,,,
778,2025-12-28T15:54:33.661643,MOBILE,SCENE,2A,,,,unknown,0,00:00.0,,,unknown with confidence 0.000,,,,0,,,,,,
779,2025-12-28T15:54:33.684964,MOBILE,SCENE,2A,,,,,,00:00.0,,,No puedo identificar nada en concreto.,,,,0,,,,,,
780,2025-12-28T15:54:33.689957,MOBILE,TTS,2A,,,,,,00:00.0,,,"""No puedo identificar nada en concreto.""",,,,0,,,,,,
781,2025-12-28T15:54:33.706248,MOBILE,TTS,2A,,,,,,00:00.0,00:06.4,,converted output to speech,,,6.4,0,,,,,,
782,2025-12-28T15:54:38.234131,MOBILE,ESP32,2A,,,,,,00:04.5,,,starting,,,,4.5,,,,,,
783,2025-12-28T15:54:38.462913,MOBILE,ESP32,2A,,,,,,00:00.2,,,finished (21668 bytes),,,,0.2,,,,,,
784,2025-12-28T15:54:38.467709,MOBILE,SCENE,2A,,,,,,00:00.0,,,starting,,,,0,,,,,,
785,2025-12-28T15:54:38.728062,MOBILE,SCENE,2A,,,,,,00:00.3,,,resizing to 520,,,,0.3,,,,,,
786,2025-12-28T15:54:38.950472,MOBILE,SCENE,2A,,,,,,00:00.2,,,running inference,,,,0.2,,,,,,
787,2025-12-28T15:54:44.475539,MOBILE,SCENE,2A,,,,,,00:05.5,,,finished inference,,,,5.5,,,,,,
788,2025-12-28T15:54:44.510736,MOBILE,SCENE,2A,,,,,,00:00.0,,,ALL PREDICTIONS START,,,,0,,,,,,
789,2025-12-28T15:54:44.514749,MOBILE,SCENE,2A,,,,,,00:00.0,,,Class: person (ID: 15) | Confidence: 3.51% | Pixels: 9504/270400,,,,0,,,,,,
790,2025-12-28T15:54:44.517646,MOBILE,SCENE,2A,,,,,,00:00.0,,,ALL PREDICTIONS END,,,,0,,,,,,
791,2025-12-28T15:54:44.532999,MOBILE,SCENE,2A,,,,,,00:00.0,,,"person (ID: 15, 3.5%)",,,,0,,,,,,
792,2025-12-28T15:54:44.547186,MOBILE,SCENE,2A,,,,person,0.035,00:00.0,,,person with confidence 0.035,,,,0,,,,,,
793,2025-12-28T15:54:44.551087,MOBILE,SCENE,2A,,,,,,00:00.0,,,No puedo identificar nada en concreto.,,,,0,,,,,,
794,2025-12-28T15:54:44.555902,MOBILE,TTS,2A,,,,,,00:00.0,,,"""No puedo identificar nada en concreto.""",,,,0,,,,,,
795,2025-12-28T15:54:44.566533,MOBILE,TTS,2A,,,,,,00:00.0,00:06.3,,converted output to speech,,,6.3,0,,,,,,
796,2025-12-28T15:54:48.351748,MOBILE,ESP32,2A,,,,,,00:03.8,,,starting,,,,3.8,,,,,,
797,2025-12-28T15:54:48.545153,MOBILE,ESP32,2A,,,,,,00:00.2,,,finished (20228 bytes),,,,0.2,,,,,,
798,2025-12-28T15:54:48.548194,MOBILE,SCENE,2A,,,,,,00:00.0,,,starting,,,,0,,,,,,
799,2025-12-28T15:54:48.685398,MOBILE,SCENE,2A,,,,,,00:00.1,,,resizing to 520,,,,0.1,,,,,,
800,2025-12-28T15:54:48.975486,MOBILE,SCENE,2A,,,,,,00:00.3,,,running inference,,,,0.3,,,,,,
801,2025-12-28T15:54:54.466272,MOBILE,SCENE,2A,,,,,,00:05.5,,,finished inference,,,,5.5,,,,,,
802,2025-12-28T15:54:54.527997,MOBILE,SCENE,2A,,,,,,00:00.1,,,ALL PREDICTIONS START,,,,0.1,,,,,,
803,2025-12-28T15:54:54.541806,MOBILE,SCENE,2A,,,,,,00:00.0,,,Class: chair (ID: 9) | Confidence: 0.79% | Pixels: 2140/270400,,,,0,,,,,,
804,2025-12-28T15:54:54.555571,MOBILE,SCENE,2A,,,,,,00:00.0,,,Class: person (ID: 15) | Confidence: 0.22% | Pixels: 589/270400,,,,0,,,,,,
805,2025-12-28T15:54:54.558957,MOBILE,SCENE,2A,,,,,,00:00.0,,,ALL PREDICTIONS END,,,,0,,,,,,
806,2025-12-28T15:54:54.561823,MOBILE,SCENE,2A,,,,,,00:00.0,,,"chair (ID: 9, 0.8%)",,,,0,,,,,,
807,2025-12-28T15:54:54.571800,MOBILE,SCENE,2A,,,,chair,0.008,00:00.0,,,chair with confidence 0.008,,,,0,,,,,,
808,2025-12-28T15:54:54.574390,MOBILE,SCENE,2A,,,,,,00:00.0,,,No puedo identificar nada en concreto.,,,,0,,,,,,
809,2025-12-28T15:54:54.577455,MOBILE,TTS,2A,,,,,,00:00.0,,,"""No puedo identificar nada en concreto.""",,,,0,,,,,,
810,2025-12-28T15:54:54.595107,MOBILE,TTS,2A,,,,,,00:00.0,00:06.2,,converted output to speech,,,6.2,0,,,,,,
811,2025-12-28T15:55:01.121396,MOBILE,ESP32,2A,,,,,,00:06.5,,,starting,,,,6.5,,,,,,
812,2025-12-28T15:55:01.704047,MOBILE,ESP32,2A,,,,,,00:00.6,,,finished (21801 bytes),,,,0.6,,,,,,
813,2025-12-28T15:55:01.707081,MOBILE,SCENE,2A,,,,,,00:00.0,,,starting,,,,0,,,,,,
814,2025-12-28T15:55:01.820361,MOBILE,SCENE,2A,,,,,,00:00.1,,,resizing to 520,,,,0.1,,,,,,
815,2025-12-28T15:55:02.065647,MOBILE,SCENE,2A,,,,,,00:00.2,,,running inference,,,,0.2,,,,,,
816,2025-12-28T15:55:07.487933,MOBILE,SCENE,2A,,,,,,00:05.4,,,finished inference,,,,5.4,,,,,,
817,2025-12-28T15:55:07.562740,MOBILE,SCENE,2A,,,,,,00:00.1,,,error: no known object/class was found,,,,0.1,,,,,,
818,2025-12-28T15:55:07.573131,MOBILE,SCENE,2A,,,,unknown,0,00:00.0,,,unknown with confidence 0.000,,,,0,,,,,,
819,2025-12-28T15:55:07.576170,MOBILE,SCENE,2A,,,,,,00:00.0,,,No puedo identificar nada en concreto.,,,,0,,,,,,
820,2025-12-28T15:55:07.581191,MOBILE,TTS,2A,,,,,,00:00.0,,,"""No puedo identificar nada en concreto.""",,,,0,,,,,,
821,2025-12-28T15:55:07.620968,MOBILE,TTS,2A,,,,,,00:00.0,00:06.5,,converted output to speech,,,6.5,0,,,,,,
822,2025-12-28T15:55:09.092916,MOBILE,ESP32,2A,,,,,,00:01.5,,,starting,,,,1.5,,,,,,
823,2025-12-28T15:55:09.293645,MOBILE,ESP32,2A,,,,,,00:00.2,,,finished (21851 bytes),,,,0.2,,,,,,
824,2025-12-28T15:55:09.308449,MOBILE,SCENE,2A,,,,,,00:00.0,,,starting,,,,0,,,,,,
825,2025-12-28T15:55:09.447351,MOBILE,SCENE,2A,,,,,,00:00.1,,,resizing to 520,,,,0.1,,,,,,
826,2025-12-28T15:55:09.727827,MOBILE,SCENE,2A,,,,,,00:00.3,,,running inference,,,,0.3,,,,,,
827,2025-12-28T15:55:15.278225,MOBILE,SCENE,2A,,,,,,00:05.6,,,finished inference,,,,5.6,,,,,,
828,2025-12-28T15:55:15.316375,MOBILE,SCENE,2A,,,,,,00:00.0,,,ALL PREDICTIONS START,,,,0,,,,,,
829,2025-12-28T15:55:15.326534,MOBILE,SCENE,2A,,,,,,00:00.0,,,Class: person (ID: 15) | Confidence: 2.00% | Pixels: 5406/270400,,,,0,,,,,,
830,2025-12-28T15:55:15.330196,MOBILE,SCENE,2A,,,,,,00:00.0,,,ALL PREDICTIONS END,,,,0,,,,,,
831,2025-12-28T15:55:15.332924,MOBILE,SCENE,2A,,,,,,00:00.0,,,"person (ID: 15, 2.0%)",,,,0,,,,,,
832,2025-12-28T15:55:15.335804,MOBILE,SCENE,2A,,,,person,0.02,00:00.0,,,person with confidence 0.020,,,,0,,,,,,
833,2025-12-28T15:55:15.355872,MOBILE,SCENE,2A,,,,,,00:00.0,,,No puedo identificar nada en concreto.,,,,0,,,,,,
834,2025-12-28T15:55:15.369757,MOBILE,TTS,2A,,,,,,00:00.0,,,"""No puedo identificar nada en concreto.""",,,,0,,,,,,
835,2025-12-28T15:55:15.378314,MOBILE,TTS,2A,,,,,,00:00.0,00:06.3,,converted output to speech,,,6.3,0,,,,,,
836,2025-12-28T15:55:19.136664,MOBILE,ESP32,2A,,,,,,00:03.8,,,starting,,,,3.8,,,,,,
837,2025-12-28T15:55:19.372817,MOBILE,ESP32,2A,,,,,,00:00.2,,,finished (22834 bytes),,,,0.2,,,,,,
838,2025-12-28T15:55:19.377299,MOBILE,SCENE,2A,,,,,,00:00.0,,,starting,,,,0,,,,,,
839,2025-12-28T15:55:19.593243,MOBILE,SCENE,2A,,,,,,00:00.2,,,resizing to 520,,,,0.2,,,,,,
840,2025-12-28T15:55:19.800797,MOBILE,SCENE,2A,,,,,,00:00.2,,,running inference,,,,0.2,,,,,,
